,id,name,artists,duration_s,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,Year_dt
983,3Dwq1oiOFys6Sxr5SslmXw,Carolina,Harry Styles,189.613,5/12/17,2017,0.000569,0.624,0.673,1.54e-06,0.104,-4.017,0.0268,121.986,0.458,0,4,69,0,2017-01-01
984,5Lbsc65org0b85kNsPkluY,Only Angel,Harry Styles,291.08,5/12/17,2017,0.287,0.554,0.842,0.0,0.106,-4.113,0.0397,114.036,0.348,1,5,69,0,2017-01-01
985,5LABCxgmP7DATATIJXOh6n,Ever Since New York,Harry Styles,253.387,5/12/17,2017,0.2,0.389,0.537,3.13e-06,0.125,-6.761,0.0309,127.964,0.383,1,10,68,0,2017-01-01
986,03mMSLEJCPoGJwQhHpN5y0,Treat People With Kindness,Harry Styles,197.347,12/13/19,2019,0.128,0.653,0.869,2.2e-05,0.046,-3.725,0.0382,122.017,0.697,1,5,72,0,2019-01-01
987,5ELRkzdzz0HvGpMDlfZHkV,Sign of the Times,Harry Styles,340.707,4/7/17,2017,0.0259,0.518,0.575,0.0,0.109,-4.616,0.0302,120.019,0.209,1,5,71,0,2017-01-01
988,5x7Fb9wMOtxd7eZzQ9EzVd,Gone Girl,Morgan Wallen,163.453,4/27/18,2018,0.287,0.527,0.868,0.0,0.0885,-2.653,0.0416,172.086,0.77,1,2,61,0,2018-01-01
989,7N3MO5mFhgoH2VRvydLxsJ,If I Ever Get You Back,Morgan Wallen,173.96,4/27/18,2018,0.0138,0.673,0.876,0.0,0.211,-3.338,0.0345,139.951,0.962,1,0,60,0,2018-01-01
990,65IHmBagtQrYRcJd8a47zv,He Went To Jared (HARDY feat. Morgan Wallen),Morgan Wallen,213.693,9/13/19,2019,0.054,0.563,0.806,7.73e-06,0.204,-5.11,0.0474,140.075,0.68,0,9,61,0,2019-01-01
991,0j7uEVfgFV1UmUoXml6dXX,Collide - The Voice Performance,Morgan Wallen,221.485,1/1/14,2014,0.0636,0.487,0.76,0.0,0.116,-5.633,0.0268,93.991,0.245,1,0,47,0,2014-01-01
992,1yj1ZztSGITJ5Nf4mfH92c,Spin You Around,Morgan Wallen,212.85,8/24/15,2015,0.00147,0.517,0.877,0.0,0.208,-3.621,0.0297,150.004,0.616,1,4,67,0,2015-01-01
993,6foY66mWZN0pSRjZ408c00,Whiskey Glasses,Morgan Wallen,234.347,4/27/18,2018,0.369,0.614,0.68,1.84e-06,0.115,-4.58,0.0289,149.959,0.707,1,6,81,0,2018-01-01
994,5MwynWK9s4hlyKHqhkNn4A,Chasin' You,Morgan Wallen,205.453,4/27/18,2018,0.657,0.631,0.591,0.0,0.11,-5.785,0.0277,97.074,0.489,1,7,81,0,2018-01-01
995,21LRaD9rB3v7p7DDCZsW4y,The Way I Talk,Morgan Wallen,208.28,4/27/18,2018,0.0468,0.604,0.879,0.0,0.0909,-3.388,0.0322,137.983,0.757,1,4,74,0,2018-01-01
996,3EWMoDIm6lzuR0zQKtuCJX,Up Down (feat. Florida Georgia Line),Morgan Wallen,197.253,4/27/18,2018,0.0813,0.589,0.882,0.0,0.146,-3.039,0.035,129.915,0.793,1,6,74,0,2018-01-01
997,6FniJZn4agmDtPx1pKZQsa,More Than My Hometown,Morgan Wallen,216.573,4/17/20,2020,0.601,0.621,0.882,0.0,0.132,-5.01,0.0459,126.023,0.573,1,6,79,0,2020-01-01
998,03d8S7FBY2kIzhP0E7l4rn,If I Know Me,Morgan Wallen,157.693,4/27/18,2018,0.765,0.777,0.604,6.79e-05,0.11,-5.813,0.12,99.934,0.672,1,8,73,0,2018-01-01
999,47yypFbq6fu3yUvFoaf2UN,Cover Me Up,Morgan Wallen,292.663,4/5/19,2019,0.235,0.461,0.437,7.1e-06,0.121,-8.285,0.0284,128.132,0.194,1,2,75,0,2019-01-01
1000,7oSq5fbsFkTS9zeJQwMihf,This Bar,Morgan Wallen,185.733,12/31/19,2019,0.115,0.545,0.884,0.000424,0.0496,-5.208,0.0817,110.015,0.272,1,2,74,0,2019-01-01
1001,5mTL8ZHcB2LJdlrR78xJYr,Heartless (feat. Morgan Wallen),Morgan Wallen,169.227,4/17/20,2020,0.275,0.764,0.555,0.0,0.0824,-6.414,0.0604,111.004,0.255,1,11,77,1,2020-01-01
1002,7szRiHu6r91o2Po9GTPN4c,Talkin' Tennessee,Morgan Wallen,221.88,4/27/18,2018,0.568,0.702,0.711,0.0,0.104,-6.697,0.0248,99.988,0.498,0,6,68,0,2018-01-01
1003,51T2SPBH4YjbrFJE94NJT6,Little Rain,Morgan Wallen,207.173,4/27/18,2018,0.184,0.491,0.835,0.0,0.119,-4.272,0.0464,185.956,0.711,1,1,67,0,2018-01-01
1004,1PTQ22h4JKA2u6BTbuZ5Oc,Chain Smokin',Morgan Wallen,222.133,7/29/16,2016,0.152,0.384,0.834,0.0,0.125,-3.84,0.0353,203.888,0.266,0,1,60,0,2016-01-01
1005,5V4Sx4VKnHwyM6CjZnfce2,Not Good At Not,Morgan Wallen,185.067,4/27/18,2018,0.242,0.557,0.814,0.0,0.114,-3.241,0.0325,143.935,0.582,1,11,67,0,2018-01-01
1006,3xca35T5BVLg4ePuVzc7wW,Had Me By Halftime,Morgan Wallen,172.08,4/27/18,2018,0.109,0.49,0.889,0.0,0.168,-2.94,0.0363,144.089,0.672,1,6,66,0,2018-01-01
1007,6B4LAyly39cv8Cat9nHObl,American Nights,Morgan Wallen,202.267,7/29/16,2016,0.13,0.464,0.814,0.000278,0.13,-5.012,0.0313,102.986,0.3,1,7,58,0,2016-01-01
1008,6mcuK40HmzARZP56q9HE40,Redneck Love Song,Morgan Wallen,189.973,4/27/18,2018,0.399,0.75,0.835,0.0,0.0421,-4.848,0.0312,140.034,0.923,1,5,64,0,2018-01-01
1009,77Q8V48a8jGsghvaVNWMaP,Sleep When We're Dead,Morgan Wallen,261.642,8/24/15,2015,0.0165,0.564,0.822,2.71e-06,0.377,-3.685,0.0329,149.988,0.695,1,10,56,0,2015-01-01
1010,1obSAv22xGzYYrPWRcC4PD,Stand Out,Morgan Wallen,194.107,7/29/16,2016,0.302,0.461,0.879,0.0,0.35,-4.621,0.175,175.929,0.817,0,6,57,0,2016-01-01
1011,2woGHWgrFfjXAgdUsitbqr,Happy Hour,Morgan Wallen,199.84,4/27/18,2018,0.162,0.616,0.835,0.0,0.0977,-4.277,0.0354,97.96,0.8,1,7,63,0,2018-01-01
1012,0VFQC71dmUjuW5bU5Ewdmg,Heartless (with Julia Michaels & Morgan Wallen),Morgan Wallen,172.973,5/29/20,2020,0.212,0.648,0.553,0.0,0.0728,-6.35,0.0409,110.949,0.275,1,11,69,1,2020-01-01
1013,2S1YzIHFyLxLop7XCdYrTp,Man of the South,Morgan Wallen,213.348,8/24/15,2015,0.0047,0.413,0.889,0.0,0.348,-3.924,0.0503,177.973,0.602,1,2,55,0,2015-01-01
1014,3tBholmSgequEWyzKpyYXW,Heartless (with Julia Michaels & Morgan Wallen),Morgan Wallen,172.973,4/17/20,2020,0.215,0.647,0.553,0.0,0.0728,-6.35,0.0421,110.949,0.272,1,11,69,1,2020-01-01
1015,1jYHeWuwdAcaI7D97GTxF2,Yin Yang Girl,Morgan Wallen,207.827,8/24/15,2015,0.0912,0.528,0.904,0.0,0.0424,-4.939,0.0387,170.048,0.757,1,0,55,0,2015-01-01
1016,6DWntCW0Z8ZyNgDoPojfpW,Whatcha Know 'Bout That,Morgan Wallen,194.72,4/27/18,2018,0.318,0.587,0.888,0.000134,0.0449,-5.062,0.0347,74.022,0.976,1,2,62,0,2018-01-01
1017,5VdLK7Kcqyf5RstFU0lhwh,Skeleton Tiger,Tame Impala,264.8,1/1/08,2008,0.729,0.611,0.679,0.481,0.167,-6.996,0.0397,121.962,0.495,1,2,45,0,2008-01-01
1018,4m3GHOgCNZMv0we7H9j8Y8,Expectation,Tame Impala,362.88,5/21/10,2010,0.0222,0.45,0.849,0.00455,0.0792,-5.075,0.057,139.925,0.161,1,5,48,0,2010-01-01
1019,3Naa5mKj5pbrNGyHsE04zo,The Less I Know The Better,Tame Impala,218.2,6/12/20,2020,0.0106,0.622,0.784,0.0089,0.104,-3.83,0.0292,116.892,0.78,0,1,0,1,2020-01-01
1020,558ubozatFQlweufvHa3Ip,It Might Be Time,Tame Impala,273.027,2/14/20,2020,0.021,0.585,0.781,0.000187,0.627,-3.808,0.0457,115.946,0.336,1,2,68,0,2020-01-01
1021,4Bj7sPp72rZs5xZb8Z1RtP,I Don't Really Mind,Tame Impala,225.893,5/21/10,2010,0.576,0.455,0.842,0.0236,0.16,-5.996,0.0867,136.958,0.27,1,11,47,0,2010-01-01
1022,33JMMgxQKL3zJsZeMNC3gR,Nothing That Has Happened So Far Has Been Anything We Could Control,Tame Impala,359.947,1/1/12,2012,0.0444,0.348,0.864,0.483,0.0873,-3.564,0.0421,99.851,0.359,1,3,52,0,2012-01-01
1023,67qnsIUk8tQ2HkOGrr1ZE5,41 Mosquitoes Flying In Formation,Tame Impala,258.213,1/1/08,2008,0.456,0.519,0.845,0.0314,0.1,-6.948,0.0519,128.045,0.349,0,7,43,0,2008-01-01
1024,45hbq2jmD0Mg5MbPy6kdGb,Jeremy's Storm,Tame Impala,328.413,5/21/10,2010,0.017,0.448,0.944,0.903,0.0955,-6.666,0.0937,127.965,0.133,1,3,46,0,2010-01-01
1025,79chzfFIIq7cHkqcYYORk0,Gossip,Tame Impala,55.413,7/17/15,2015,0.974,0.547,0.208,0.973,0.104,-17.949,0.0369,119.474,0.347,0,11,57,0,2015-01-01
1026,41AAlcWHEcqRJIoltPPuCG,Slide Through My Fingers,Tame Impala,200.16,1/1/08,2008,0.416,0.679,0.604,0.692,0.165,-7.431,0.0316,122.051,0.857,0,0,42,0,2008-01-01
1027,2drEUEg0TYQR6dDEHkpuPE,Patience,Tame Impala,292.267,3/22/19,2019,0.00223,0.546,0.859,0.000947,0.0529,-5.966,0.0306,99.965,0.645,1,1,66,0,2019-01-01
1028,48HSUrDZQPVeWuVckLb902,Remember Me,Tame Impala,261.04,1/1/09,2009,0.392,0.631,0.851,0.0647,0.57,-5.871,0.04,107.008,0.469,1,7,51,0,2009-01-01
1029,2a2MbiJN2skOxohykOVcss,Solitude Is Bliss,Tame Impala,235.867,5/21/10,2010,0.00811,0.588,0.849,0.000161,0.131,-5.027,0.0596,104.012,0.629,0,4,56,0,2010-01-01
1030,4SgcE7RxpK3ydWrjoAQH1K,Why Won't You Make Up Your Mind?,Tame Impala,199.093,5/21/10,2010,0.00747,0.458,0.84,0.204,0.23,-4.812,0.0566,129.03,0.543,1,5,53,0,2010-01-01
1031,6SmV1Oo24nCZBPzIYkL4HZ,Alter Ego,Tame Impala,287.907,5/21/10,2010,0.0146,0.317,0.846,0.13,0.1,-3.624,0.0538,129.01,0.198,1,0,53,0,2010-01-01
1032,3Yub3anoLj8w58TVpEXUJv,It Is Not Meant To Be,Tame Impala,321.533,5/21/10,2010,0.0133,0.429,0.895,0.00127,0.45,-4.677,0.0412,102.062,0.455,1,0,53,0,2010-01-01
1033,4Klyx5dYqZV9YefSecDwDv,She Just Won't Believe Me,Tame Impala,57.173,1/1/12,2012,0.219,0.138,0.28,0.0204,0.37,-7.66,0.0368,141.335,0.0752,1,0,49,0,2012-01-01
1034,7Jk2pg4g0c5rz5AfkEGMRp,Sun's Coming Up,Tame Impala,320.293,1/1/12,2012,0.956,0.286,0.806,0.0764,0.615,-7.056,0.0937,123.858,0.328,0,7,49,0,2012-01-01
1035,6WCXBUFa0z3l9DoOY3k5Xe,Instant Destiny,Tame Impala,194.707,2/14/20,2020,0.0226,0.381,0.829,0.000274,0.402,-4.564,0.0598,165.935,0.509,1,10,64,0,2020-01-01
1036,0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards,Tame Impala,192.96,1/1/12,2012,0.0277,0.303,0.9,0.635,0.11,-2.352,0.0574,149.508,0.491,0,2,75,0,2012-01-01
1037,6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Tame Impala,216.32,7/17/15,2015,0.0115,0.64,0.74,0.00678,0.167,-4.083,0.0284,116.879,0.785,1,4,85,1,2015-01-01
1038,2X485T9Z5Ly0xyaghN73ed,Let It Happen,Tame Impala,467.587,7/17/15,2015,0.00462,0.602,0.881,0.0266,0.111,-5.875,0.0443,125.012,0.577,0,1,74,0,2015-01-01
1039,6qZjm61s6u8Ead9sWxCDro,Elephant,Tame Impala,211.227,1/1/12,2012,0.562,0.598,0.553,0.157,0.257,-6.742,0.0397,123.075,0.533,0,9,70,0,2012-01-01
1040,52ojopYMUzeNcudsoz7O9D,"New Person, Same Old Mistakes",Tame Impala,363.24,7/17/15,2015,0.272,0.47,0.809,0.00671,0.0491,-6.74,0.0495,151.836,0.49,1,8,68,0,2015-01-01
1041,6ewQE1dNPv9qqlnB1CxrvM,Mind Mischief,Tame Impala,271.88,1/1/12,2012,0.0815,0.25,0.942,0.00097,0.367,-3.235,0.0545,161.333,0.822,1,6,63,0,2012-01-01
1042,5M4yti0QxgqJieUYaEXcpw,Eventually,Tame Impala,318.591,7/17/15,2015,0.0158,0.424,0.615,0.000389,0.0844,-6.217,0.0325,77.935,0.155,0,9,67,0,2015-01-01
1043,0xtIp0lgccN85GfGOekS5L,Yes I'm Changing,Tame Impala,270.68,7/17/15,2015,0.108,0.373,0.609,0.000427,0.0755,-7.0,0.0316,179.955,0.354,1,0,68,1,2015-01-01
1044,3lB0GMiI5KxDbTOG8V3bOx,waves - Tame Impala Remix,Tame Impala,253.347,2/26/16,2016,0.308,0.529,0.894,5.38e-06,0.254,-3.599,0.0412,108.024,0.543,1,2,67,0,2016-01-01
1045,0TeHvhaNBSuv7yGQ9dLouv,Half Full Glass Of Wine,Tame Impala,266.92,1/1/08,2008,0.266,0.685,0.773,0.0393,0.0782,-7.202,0.0841,126.017,0.711,1,0,52,0,2008-01-01
1046,1UYj8qTWjneZJDVjUMwMub,The Moment,Tame Impala,255.413,7/17/15,2015,0.000296,0.547,0.827,0.101,0.0858,-6.036,0.0468,119.089,0.451,1,7,65,0,2015-01-01
1047,5hM5arv9KDbCHS0k9uqwjr,Borderline,Tame Impala,237.8,2/14/20,2020,0.0406,0.621,0.873,9.1e-06,0.0824,-3.067,0.0369,97.96,0.873,0,5,76,0,2020-01-01
1048,3ZuT0Evo8chdVM6rPXXqgd,Sundown Syndrome,Tame Impala,349.333,1/1/09,2009,0.0952,0.2,0.725,0.494,0.135,-4.88,0.0377,69.075,0.326,0,8,56,0,2009-01-01
1049,0fsuyQqz1nuYtfosExYeeY,Solitude Is Bliss,Tame Impala,235.84,5/21/10,2010,0.00971,0.591,0.847,0.000124,0.176,-4.963,0.0642,104.004,0.64,1,7,54,0,2010-01-01
1050,2O99aywAVBhaPrsiJ6zbSS,'Cause I'm A Man,Tame Impala,241.987,7/17/15,2015,0.108,0.547,0.695,0.00301,0.14,-4.969,0.0337,144.684,0.641,1,9,65,1,2015-01-01
1051,2gNfxysfBRfl9Lvi9T3v6R,Disciples,Tame Impala,108.547,7/17/15,2015,0.078,0.661,0.869,0.924,0.398,-5.477,0.0334,126.971,0.8,1,5,63,0,2015-01-01
1052,7qU7vhCPKhkDiJYGoboISc,Apocalypse Dreams,Tame Impala,356.947,1/1/12,2012,0.249,0.496,0.929,0.131,0.0677,-2.279,0.0503,127.998,0.267,1,8,59,0,2012-01-01
1053,6IM45SqAURH6PrvziDs1RQ,Why Won't They Talk To Me?,Tame Impala,286.093,1/1/12,2012,0.553,0.516,0.871,0.0282,0.0841,-5.21,0.0503,129.946,0.17,1,7,58,0,2012-01-01
1054,5h9hkYIBWTZYFRmF6Iz1gt,Love/Paranoia,Tame Impala,185.773,7/17/15,2015,0.0055,0.502,0.699,0.0,0.171,-5.528,0.0333,111.024,0.354,1,5,62,1,2015-01-01
1055,5JWPUEov2wlX7c0jhYZpeB,Lost In Yesterday,Tame Impala,249.587,2/14/20,2020,0.0295,0.569,0.84,0.000118,0.0995,-4.123,0.118,183.059,0.749,1,1,74,0,2020-01-01
1056,67PE7PvEYWXd2Ct6TBB2Ax,It Is Not Meant To Be,Tame Impala,321.747,5/21/10,2010,0.0132,0.423,0.9,0.00125,0.436,-4.703,0.0418,102.039,0.471,1,0,51,0,2010-01-01
1057,1cCbsojaA6GIT7Y3zuMJ1q,Nangs,Tame Impala,107.533,7/17/15,2015,0.159,0.536,0.526,0.847,0.128,-9.754,0.181,167.608,0.434,1,0,62,0,2015-01-01
1058,3LbZIhU0smEU5SUnxod4j4,Breathe Deeper,Tame Impala,372.867,2/14/20,2020,0.0245,0.664,0.848,0.000127,0.172,-4.51,0.0322,104.998,0.502,0,11,72,0,2020-01-01
1059,2Zy9cf5v1tWFDmXTbahAU8,Alter Ego,Tame Impala,287.613,5/21/10,2010,0.0142,0.31,0.844,0.224,0.0914,-3.582,0.0497,129.111,0.206,1,0,51,0,2010-01-01
1060,33Qb1Pf6VyO4W5awaztybD,Why Won't You Make Up Your Mind?,Tame Impala,199.32,5/21/10,2010,0.0098,0.459,0.835,0.23,0.327,-4.831,0.0592,129.097,0.483,1,5,50,0,2010-01-01
1061,0YuePEX4KyfLIPMdNLPwgQ,Endors Toi,Tame Impala,186.64,1/1/12,2012,0.0302,0.242,0.924,0.461,0.36,-3.327,0.0804,129.155,0.33,1,3,56,0,2012-01-01
1062,2UYHP0RQqPFvue0Ygs5Amm,Keep On Lying,Tame Impala,353.933,1/1/12,2012,0.0783,0.485,0.814,0.0128,0.273,-4.894,0.0356,123.997,0.658,0,0,56,0,2012-01-01
1063,2wxeIcUPu0hdlB8pFsxSAi,H.f.g.w (Canyons Drunken Rage),Tame Impala,334.707,9/22/08,2008,0.0665,0.853,0.435,0.434,0.0616,-7.574,0.0478,110.004,0.652,1,5,51,0,2008-01-01
1064,1jn1tS8R58gpxfgGNyRQph,Desire Be Desire Go,Tame Impala,266.16,5/21/10,2010,0.0743,0.398,0.848,0.0065,0.173,-4.987,0.0579,150.962,0.411,1,1,49,0,2010-01-01
1065,4aetgBuI5iRQpjy8gdGxY8,Lucidity,Tame Impala,271.88,5/21/10,2010,0.12,0.37,0.876,0.0464,0.357,-6.317,0.0591,147.016,0.515,0,6,49,0,2010-01-01
1066,0pJTrMWCiR0TuJ5FApIqrz,Music To Walk Home By,Tame Impala,312.213,1/1/12,2012,0.00609,0.396,0.884,0.0876,0.0578,-4.358,0.0612,101.097,0.485,1,7,55,0,2012-01-01
1067,2Gl1Qdx5Px5kVYe0PQoGI0,Be Above It,Tame Impala,201.96,1/1/12,2012,0.367,0.746,0.976,0.274,0.111,-6.073,0.0682,118.965,0.384,0,4,54,0,2012-01-01
1068,1JpcqmUlzNlK7lpFOkszzv,Beverly Laurel,Tame Impala,190.489,3/1/13,2013,0.252,0.591,0.762,0.605,0.0618,-6.523,0.172,111.973,0.716,0,4,55,0,2013-01-01
1069,6RZmhpvukfyeSURhf4kZ0d,Is It True,Tame Impala,239.267,2/14/20,2020,0.00307,0.731,0.664,0.35,0.133,-5.474,0.0302,118.018,0.661,1,0,69,0,2020-01-01
1070,1KcOU0q9AMXV9xi4tSzzCc,Posthumous Forgiveness,Tame Impala,366.067,2/14/20,2020,0.0508,0.367,0.613,0.00171,0.282,-5.646,0.0297,153.978,0.0966,1,7,69,0,2020-01-01
1071,1jrJQ1Gib2ubaxAXe1z2Jc,You've Got A Friend,Michael Jackson,298.96,1/24/72,1972,0.501,0.543,0.635,1.13e-06,0.0955,-8.967,0.0351,168.399,0.81,1,0,27,0,1972-01-01
1072,0QBDsZH9PDnKVQBxEcefku,Music And Me,Michael Jackson,162.52,8/13/73,1973,0.731,0.352,0.276,0.000143,0.144,-11.737,0.0274,148.518,0.219,1,4,29,0,1973-01-01
1073,0FsyTSZ4Ghi1SpKJvJfJnZ,Billie Jean (Home Demo from 1981),Michael Jackson,140.04,11/30/82,1982,0.0681,0.953,0.441,0.000111,0.0635,-8.462,0.0434,114.979,0.52,0,6,38,0,1982-01-01
1074,4DdtaYlJk11wRpRC6eMhHa,Don't Be Messin' 'Round,Michael Jackson,259.48,8/31/87,1987,0.0568,0.931,0.737,0.0155,0.0431,-7.975,0.0443,120.929,0.973,1,11,41,0,1987-01-01
1075,0oleopAuBlxuq7fcFl9Ap8,Fly Away,Michael Jackson,207.08,8/31/87,1987,0.102,0.763,0.564,0.0,0.0415,-7.63,0.0293,110.906,0.525,1,8,39,0,1987-01-01
1076,4xrw5lHtYDYHIFj96Tse7O,Price of Fame,Michael Jackson,273.507,8/31/87,1987,0.157,0.862,0.719,0.000124,0.0956,-4.281,0.0436,122.881,0.906,0,7,40,0,1987-01-01
1077,4J4B9TrVrvQVS6GRPtaxrA,Keep the Faith,Michael Jackson,356.733,11/13/91,1991,0.556,0.752,0.647,0.0,0.0869,-5.547,0.0484,143.238,0.672,1,1,44,0,1991-01-01
1078,0w5Jpsn5Hr3CZkN2TvE681,Maria (You Were The Only One) - Single Version,Michael Jackson,222.88,1/24/72,1972,0.0273,0.418,0.645,1.59e-05,0.107,-8.879,0.0751,157.98,0.538,1,8,26,0,1972-01-01
1079,2laojQD1QCqjvmMn8lFlPk,Girl Don't Take Your Love From Me,Michael Jackson,231.013,1/24/72,1972,0.212,0.485,0.583,0.0,0.0573,-8.564,0.0264,176.403,0.779,0,2,25,0,1972-01-01
1080,3yYt5HIf99u6lsinB95Ku8,Thriller - Instrumental,Michael Jackson,357.84,11/30/82,1982,0.0222,0.744,0.852,0.0891,0.94,-5.306,0.0445,118.126,0.75,1,11,36,0,1982-01-01
1081,1kJAHoJSolFVJYCZajgCWs,Tell Me I'm Not Dreaming (Too Good to Be True) (with Michael Jackson),Michael Jackson,267.28,4/14/84,1984,0.0732,0.8,0.694,2.13e-05,0.0646,-9.07,0.0482,108.679,0.895,0,10,31,0,1984-01-01
1082,3MayfpbIgeGye2ilwK3LII,Just Good Friends - 2012 Remaster,Michael Jackson,246.133,8/31/87,1987,0.577,0.859,0.934,1.56e-05,0.627,-3.08,0.107,118.888,0.762,0,11,40,0,1987-01-01
1083,1NeR1aXj5JBFYcDVvMqQpO,Free,Michael Jackson,265.067,8/31/87,1987,0.215,0.842,0.529,4.68e-06,0.0723,-6.48,0.0307,121.001,0.584,1,10,39,0,1987-01-01
1084,3YkgiRmt9aNzfxXgcij7eY,Song Groove (a.k.a. Abortion Papers),Michael Jackson,266.773,8/31/87,1987,0.266,0.922,0.922,0.18,0.0437,-3.464,0.0488,133.208,0.963,1,1,39,0,1987-01-01
1085,2VCSO1mqWPALcPbEQwgSd3,Money,Michael Jackson,281.8,6/16/95,1995,0.032,0.899,0.681,1.82e-05,0.196,-6.913,0.0804,102.942,0.817,0,10,45,0,1995-01-01
1086,1UpdFu6w98DuTMW8twhT6D,She's Out Of My Life,Michael Jackson,217.667,6/16/95,1995,0.96,0.251,0.12,0.000769,0.111,-15.419,0.0364,85.385,0.126,1,4,47,0,1995-01-01
1087,5XaOvJcyNBNXRohL3eB9dL,This Is It,Michael Jackson,216.787,2009,2009,0.608,0.636,0.648,0.000147,0.072,-5.716,0.033,96.882,0.559,1,10,54,0,2009-01-01
1088,7azo4rpSUh8nXgtonC6Pkq,Thriller,Michael Jackson,358.053,9/27/17,2017,0.0816,0.764,0.887,0.000108,0.847,-3.725,0.0738,118.421,0.721,1,11,68,0,2017-01-01
1089,3djgZShPRIMqtyOA2FjGlN,We've Got A Good Thing Going - Single Version,Michael Jackson,185.627,8/4/72,1972,0.567,0.612,0.41,0.000386,0.0943,-12.579,0.0418,176.724,0.706,1,0,25,0,1972-01-01
1090,17V6RQvamKW60OKA837Qu5,People Make The World Go 'Round,Michael Jackson,200.533,8/4/72,1972,0.627,0.437,0.308,0.000902,0.0976,-11.249,0.0349,183.468,0.678,0,9,25,0,1972-01-01
1091,2O9llQaI7q6FPY2afs9k8R,Todo Mi Amor Eres Tu (I Just Can't Stop Loving You),Michael Jackson,250.773,8/31/87,1987,0.669,0.386,0.496,0.0,0.0649,-7.203,0.0643,199.995,0.3,1,5,42,0,1987-01-01
1092,6U6Cr0sQTmuvPqEs8iLgPn,This Time Around,Michael Jackson,261.0,6/16/95,1995,0.0473,0.878,0.826,0.000568,0.0648,-4.711,0.0535,105.856,0.912,0,9,45,0,1995-01-01
1093,1iin2Ll8PHPzoh6xF6LQRh,Smile,Michael Jackson,295.667,6/16/95,1995,0.713,0.258,0.301,6.93e-05,0.107,-8.654,0.0317,85.355,0.0394,0,2,46,0,1995-01-01
1094,5Bw9bAHGaykCFLP0VyqNbJ,2 Bad,Michael Jackson,289.333,6/16/95,1995,0.0698,0.868,0.943,9.09e-06,0.401,-3.85,0.248,103.963,0.523,1,1,46,0,1995-01-01
1095,7n6DnNdKKhjyDa1GlGgLeQ,Tabloid Junkie,Michael Jackson,272.707,6/16/95,1995,0.0866,0.814,0.877,7.36e-05,0.277,-7.134,0.152,111.179,0.58,0,1,46,0,1995-01-01
1096,5L9anTQJGLyRObYDYvLWdh,Unbreakable,Michael Jackson,385.2,10/29/01,2001,0.0314,0.798,0.824,0.0933,0.0665,-0.933,0.144,94.017,0.851,1,1,48,0,2001-01-01
1097,0ls2HeVRI2LELC9uk43Kje,With A Child's Heart,Michael Jackson,214.32,8/13/73,1973,0.622,0.525,0.416,0.00143,0.154,-11.315,0.0352,150.231,0.263,0,0,24,0,1973-01-01
1098,0qy8jS9A6tdQINwH8roSol,Ease On Down The Road # 2,Michael Jackson,90.64,1/1/78,1978,0.515,0.811,0.871,6.06e-06,0.636,-8.771,0.0811,120.026,0.88,1,0,27,0,1978-01-01
1099,6m9V5QOltZ8At8vIAayTnq,Billie Jean - Underground Mix,Michael Jackson,400.227,11/30/82,1982,3.75e-05,0.808,0.816,0.876,0.0285,-5.963,0.0506,118.959,0.605,1,4,34,0,1982-01-01
1100,5yWui9wtvNkbbKNcYc5fJG,Bad - Remix By AfroJack-Club Mix,Michael Jackson,451.88,8/31/87,1987,0.0278,0.799,0.767,0.807,0.203,-5.375,0.116,127.986,0.538,0,7,38,0,1987-01-01
1101,7MkLxkbdYmH31jvfF4EKcM,Take Me Back,Michael Jackson,210.147,1/16/75,1975,0.497,0.653,0.729,0.000682,0.273,-9.99,0.0366,99.629,0.772,1,8,24,0,1975-01-01
1102,0kcTz3QxvcyM5HpuYcYElM,Be A Lion,Michael Jackson,243.533,1/1/78,1978,0.871,0.234,0.264,4.56e-05,0.474,-10.992,0.0347,158.335,0.128,1,7,24,0,1978-01-01
1103,1Cfx6KBsyF0tEKbZbS4faj,"Childhood (Theme from ""Free Willy 2"")",Michael Jackson,267.533,6/16/95,1995,0.799,0.186,0.204,4.92e-05,0.147,-11.414,0.0332,175.423,0.0849,1,4,45,0,1995-01-01
1104,7roNDDmU52OYgYwCN9SI8E,D.S.,Michael Jackson,289.44,6/16/95,1995,0.218,0.889,0.914,0.00595,0.347,-4.308,0.0637,109.463,0.972,1,11,45,0,1995-01-01
1105,2GVYPY8Sv7U7cJkDFu3Ft1,Smooth Criminal - Radio Edit,Michael Jackson,257.24,7/19/05,2005,0.156,0.854,0.957,0.622,0.308,-6.07,0.0705,118.185,0.628,1,8,49,0,2005-01-01
1106,36O7qmyKLHpUY6WdWh8M5g,Will You Be There - Single Version,Michael Jackson,220.387,7/19/05,2005,0.511,0.413,0.626,0.000323,0.0845,-6.504,0.0727,82.971,0.435,0,6,54,0,2005-01-01
1107,7MdenVOyOCRoxbgPpjEiAL,They Don't Care About Us - Remastered Version,Michael Jackson,284.56,2009,2009,0.232,0.817,0.939,0.0151,0.346,-4.838,0.161,90.079,0.736,0,10,55,0,2009-01-01
